,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,completed sets,packs,simulations
16562,2.0,6.0,12.0,6.0,9.0,9.0,11.0,4.0,10.0,6.0,12.0,5.0,5.0,15.0,8.0,11.0,15.0,15.0,8.0,15.0,11.0,12.0,10.0,5.0,2.0,37.0,500.0
16563,3.0,5.0,13.0,7.0,10.0,18.0,11.0,10.0,12.0,8.0,13.0,7.0,6.0,8.0,8.0,10.0,9.0,12.0,8.0,13.0,12.0,8.0,8.0,3.0,3.0,37.0,500.0
16564,4.0,8.0,11.0,7.0,13.0,11.0,8.0,12.0,7.0,10.0,6.0,8.0,10.0,13.0,6.0,7.0,15.0,12.0,6.0,12.0,14.0,11.0,8.0,3.0,3.0,37.0,500.0
16565,2.0,6.0,7.0,9.0,12.0,11.0,8.0,4.0,8.0,15.0,8.0,7.0,13.0,7.0,9.0,12.0,10.0,6.0,11.0,12.0,14.0,11.0,15.0,5.0,2.0,37.0,500.0
16566,,11.0,9.0,5.0,8.0,10.0,10.0,7.0,10.0,12.0,6.0,11.0,14.0,12.0,2.0,10.0,11.0,9.0,15.0,14.0,14.0,12.0,7.0,3.0,1.9166666666666667,37.0,500.0
16567,3.0,5.0,14.0,8.0,12.0,12.0,8.0,8.0,8.0,8.0,6.0,11.0,17.0,15.0,5.0,11.0,9.0,10.0,12.0,6.0,5.0,12.0,12.0,5.0,3.0,37.0,500.0
16568,1.0,6.0,13.0,9.0,9.0,10.0,8.0,10.0,8.0,9.0,10.0,7.0,7.0,8.0,7.0,10.0,14.0,18.0,14.0,9.0,9.0,7.0,11.0,8.0,1.0,37.0,500.0
16569,5.0,5.0,12.0,14.0,15.0,9.0,6.0,4.0,16.0,10.0,6.0,10.0,9.0,10.0,7.0,13.0,12.0,9.0,12.0,12.0,6.0,10.0,6.0,4.0,4.0,37.0,500.0
16570,1.0,8.0,10.0,8.0,12.0,9.0,12.0,12.0,14.0,9.0,10.0,10.0,4.0,11.0,4.0,13.0,9.0,7.0,14.0,11.0,11.0,8.0,13.0,2.0,1.0,37.0,500.0
16571,3.0,4.0,6.0,10.0,10.0,14.0,8.0,6.0,18.0,18.0,4.0,6.0,6.0,8.0,10.0,9.0,11.0,6.0,9.0,16.0,9.0,15.0,10.0,6.0,3.0,37.0,500.0
16572,1.0,3.0,10.0,9.0,8.0,9.0,7.0,11.0,11.0,14.0,11.0,8.0,15.0,10.0,15.0,7.0,14.0,9.0,8.0,13.0,5.0,12.0,9.0,3.0,1.0,37.0,500.0
16573,1.0,4.0,14.0,10.0,9.0,7.0,7.0,12.0,10.0,8.0,14.0,13.0,9.0,13.0,6.0,10.0,16.0,7.0,7.0,12.0,6.0,10.0,11.0,6.0,1.0,37.0,500.0
16574,2.0,4.0,10.0,10.0,9.0,10.0,5.0,13.0,10.0,11.0,12.0,6.0,14.0,14.0,12.0,4.0,8.0,5.0,10.0,13.0,11.0,11.0,10.0,8.0,2.0,37.0,500.0
16575,2.0,7.0,10.0,7.0,12.0,12.0,5.0,10.0,5.0,11.0,9.0,7.0,15.0,10.0,6.0,8.0,12.0,8.0,8.0,7.0,14.0,15.0,12.0,10.0,2.0,37.0,500.0
16576,1.0,7.0,10.0,10.0,13.0,9.0,11.0,8.0,16.0,9.0,10.0,7.0,8.0,6.0,6.0,13.0,14.0,11.0,13.0,7.0,10.0,7.0,11.0,5.0,1.0,37.0,500.0
16577,2.0,5.0,9.0,7.0,9.0,11.0,10.0,16.0,11.0,7.0,9.0,9.0,9.0,15.0,6.0,9.0,10.0,9.0,13.0,7.0,13.0,7.0,14.0,5.0,2.0,37.0,500.0
16578,2.0,4.0,15.0,13.0,9.0,11.0,13.0,9.0,6.0,14.0,11.0,9.0,16.0,12.0,7.0,4.0,8.0,9.0,9.0,8.0,11.0,10.0,10.0,2.0,2.0,37.0,500.0
16579,2.0,5.0,13.0,11.0,5.0,7.0,7.0,19.0,7.0,11.0,18.0,8.0,14.0,9.0,12.0,10.0,9.0,5.0,15.0,12.0,10.0,4.0,6.0,3.0,2.0,37.0,500.0
16580,3.0,9.0,13.0,13.0,11.0,11.0,3.0,7.0,8.0,11.0,8.0,6.0,10.0,7.0,11.0,7.0,10.0,13.0,16.0,17.0,4.0,9.0,10.0,5.0,3.0,37.0,500.0
16581,5.0,7.0,14.0,11.0,15.0,5.0,4.0,7.0,12.0,7.0,19.0,11.0,9.0,10.0,5.0,9.0,11.0,10.0,7.0,11.0,8.0,12.0,8.0,5.0,4.0,37.0,500.0
16582,5.0,5.0,4.0,8.0,14.0,7.0,8.0,11.0,9.0,9.0,8.0,5.0,7.0,11.0,10.0,15.0,12.0,8.0,13.0,12.0,16.0,12.0,9.0,4.0,4.0,37.0,500.0
16583,2.0,5.0,13.0,9.0,19.0,6.0,10.0,9.0,3.0,9.0,10.0,4.0,12.0,6.0,11.0,16.0,13.0,9.0,11.0,14.0,8.0,15.0,3.0,5.0,2.0,37.0,500.0
16584,2.0,3.0,11.0,11.0,12.0,6.0,12.0,10.0,11.0,6.0,7.0,6.0,9.0,19.0,13.0,11.0,11.0,15.0,13.0,11.0,12.0,3.0,7.0,1.0,1.0,37.0,500.0
16585,3.0,5.0,13.0,10.0,11.0,10.0,8.0,13.0,12.0,12.0,8.0,6.0,8.0,10.0,9.0,11.0,7.0,10.0,16.0,8.0,7.0,7.0,12.0,6.0,3.0,37.0,500.0
16586,4.0,6.0,6.0,13.0,11.0,17.0,9.0,13.0,9.0,11.0,7.0,5.0,6.0,9.0,11.0,14.0,10.0,9.0,9.0,13.0,6.0,10.0,12.0,2.0,2.0,37.0,500.0
16587,5.0,6.0,11.0,9.0,8.0,5.0,6.0,15.0,12.0,13.0,11.0,7.0,7.0,17.0,8.0,9.0,11.0,14.0,9.0,11.0,8.0,6.0,9.0,5.0,5.0,37.0,500.0
16588,1.0,2.0,16.0,10.0,14.0,7.0,12.0,11.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,9.0,11.0,9.0,12.0,12.0,8.0,7.0,9.0,4.0,1.0,37.0,500.0
16589,2.0,3.0,15.0,5.0,10.0,10.0,12.0,15.0,7.0,8.0,15.0,10.0,9.0,9.0,7.0,4.0,9.0,12.0,13.0,11.0,14.0,11.0,8.0,3.0,2.0,37.0,500.0
16590,3.0,2.0,10.0,11.0,11.0,8.0,6.0,10.0,7.0,8.0,9.0,12.0,6.0,12.0,9.0,8.0,11.0,13.0,15.0,13.0,11.0,8.0,14.0,5.0,2.0,37.0,500.0
16591,3.0,3.0,15.0,12.0,6.0,6.0,6.0,11.0,9.0,8.0,15.0,6.0,10.0,17.0,11.0,10.0,12.0,9.0,10.0,11.0,7.0,9.0,8.0,8.0,3.0,37.0,500.0
16592,1.0,,11.0,10.0,8.0,12.0,13.0,11.0,10.0,9.0,11.0,10.0,14.0,14.0,7.0,7.0,13.0,10.0,7.0,9.0,10.0,4.0,15.0,6.0,0.9583333333333334,37.0,500.0
16593,3.0,9.0,10.0,15.0,10.0,6.0,6.0,14.0,8.0,16.0,7.0,4.0,9.0,14.0,8.0,12.0,14.0,9.0,7.0,10.0,11.0,9.0,4.0,7.0,3.0,37.0,500.0
16594,2.0,5.0,4.0,8.0,16.0,11.0,9.0,11.0,12.0,13.0,4.0,9.0,5.0,6.0,8.0,9.0,15.0,10.0,9.0,19.0,7.0,12.0,14.0,4.0,2.0,37.0,500.0
16595,3.0,4.0,12.0,15.0,12.0,10.0,6.0,10.0,11.0,11.0,14.0,10.0,13.0,12.0,7.0,6.0,8.0,10.0,7.0,6.0,13.0,5.0,10.0,7.0,3.0,37.0,500.0
16596,3.0,6.0,10.0,9.0,8.0,8.0,5.0,5.0,10.0,7.0,11.0,10.0,12.0,14.0,6.0,8.0,8.0,6.0,18.0,16.0,13.0,14.0,8.0,7.0,3.0,37.0,500.0
16597,2.0,6.0,9.0,13.0,11.0,10.0,5.0,6.0,11.0,11.0,11.0,8.0,13.0,13.0,8.0,7.0,8.0,7.0,10.0,7.0,11.0,17.0,10.0,8.0,2.0,37.0,500.0
16598,2.0,8.0,9.0,10.0,13.0,6.0,4.0,15.0,6.0,11.0,14.0,13.0,7.0,10.0,6.0,12.0,8.0,6.0,12.0,6.0,13.0,17.0,10.0,4.0,2.0,37.0,500.0
16599,3.0,7.0,16.0,10.0,9.0,10.0,10.0,7.0,7.0,13.0,13.0,7.0,9.0,7.0,6.0,14.0,12.0,9.0,10.0,11.0,10.0,14.0,4.0,4.0,3.0,37.0,500.0
16600,4.0,7.0,11.0,12.0,11.0,11.0,6.0,10.0,5.0,13.0,17.0,6.0,8.0,10.0,11.0,11.0,7.0,10.0,5.0,10.0,11.0,13.0,10.0,3.0,3.0,37.0,500.0
16601,1.0,7.0,12.0,8.0,10.0,11.0,8.0,9.0,7.0,11.0,13.0,6.0,16.0,7.0,9.0,6.0,12.0,8.0,10.0,17.0,11.0,9.0,8.0,6.0,1.0,37.0,500.0
16602,1.0,4.0,7.0,6.0,8.0,8.0,9.0,12.0,15.0,7.0,9.0,9.0,11.0,16.0,11.0,11.0,16.0,10.0,10.0,8.0,14.0,7.0,10.0,3.0,1.0,37.0,500.0
16603,4.0,6.0,6.0,7.0,6.0,9.0,6.0,11.0,13.0,6.0,14.0,6.0,13.0,10.0,11.0,6.0,14.0,13.0,15.0,12.0,6.0,12.0,12.0,4.0,4.0,37.0,500.0
16604,1.0,7.0,12.0,5.0,7.0,11.0,7.0,7.0,11.0,13.0,18.0,9.0,9.0,8.0,4.0,21.0,9.0,8.0,8.0,12.0,6.0,8.0,12.0,9.0,1.0,37.0,500.0
16605,1.0,7.0,15.0,17.0,16.0,11.0,8.0,8.0,9.0,12.0,6.0,10.0,12.0,7.0,7.0,10.0,15.0,3.0,7.0,7.0,10.0,11.0,9.0,4.0,1.0,37.0,500.0
16606,2.0,2.0,9.0,7.0,11.0,12.0,9.0,11.0,9.0,10.0,8.0,8.0,10.0,14.0,13.0,6.0,15.0,14.0,4.0,9.0,13.0,13.0,10.0,3.0,2.0,37.0,500.0
16607,2.0,4.0,13.0,5.0,12.0,11.0,9.0,9.0,12.0,12.0,9.0,8.0,10.0,10.0,9.0,12.0,10.0,13.0,10.0,13.0,6.0,10.0,8.0,5.0,2.0,37.0,500.0
16608,2.0,6.0,13.0,8.0,14.0,13.0,7.0,8.0,14.0,10.0,12.0,7.0,9.0,7.0,9.0,8.0,8.0,10.0,10.0,9.0,11.0,12.0,9.0,6.0,2.0,37.0,500.0
16609,,8.0,20.0,8.0,9.0,10.0,7.0,12.0,6.0,13.0,16.0,7.0,8.0,8.0,9.0,7.0,12.0,10.0,6.0,11.0,6.0,6.0,17.0,6.0,5.75,37.0,500.0
16610,4.0,6.0,10.0,10.0,9.0,11.0,4.0,14.0,11.0,11.0,12.0,8.0,9.0,11.0,9.0,10.0,8.0,10.0,12.0,10.0,11.0,5.0,11.0,6.0,4.0,37.0,500.0
16611,1.0,3.0,10.0,18.0,9.0,10.0,11.0,10.0,8.0,12.0,7.0,6.0,12.0,14.0,9.0,8.0,15.0,11.0,7.0,7.0,10.0,9.0,8.0,7.0,1.0,37.0,500.0
16612,1.0,5.0,6.0,15.0,12.0,9.0,11.0,9.0,6.0,21.0,6.0,6.0,13.0,11.0,8.0,9.0,7.0,11.0,8.0,8.0,16.0,10.0,8.0,6.0,1.0,37.0,500.0
16613,3.0,4.0,5.0,9.0,13.0,14.0,9.0,15.0,8.0,10.0,4.0,9.0,12.0,11.0,7.0,10.0,12.0,7.0,10.0,12.0,9.0,13.0,11.0,5.0,3.0,37.0,500.0
16614,3.0,6.0,9.0,10.0,15.0,6.0,7.0,11.0,10.0,14.0,9.0,9.0,13.0,6.0,4.0,10.0,14.0,7.0,10.0,8.0,15.0,6.0,12.0,8.0,3.0,37.0,500.0
16615,3.0,8.0,11.0,8.0,15.0,6.0,11.0,8.0,13.0,14.0,11.0,6.0,12.0,9.0,3.0,10.0,6.0,7.0,13.0,15.0,9.0,6.0,12.0,6.0,3.0,37.0,500.0
16616,2.0,4.0,9.0,15.0,15.0,10.0,6.0,10.0,7.0,11.0,6.0,7.0,11.0,12.0,14.0,8.0,11.0,9.0,9.0,6.0,12.0,14.0,10.0,4.0,2.0,37.0,500.0
16617,1.0,7.0,11.0,9.0,18.0,8.0,6.0,10.0,13.0,11.0,8.0,9.0,10.0,6.0,9.0,6.0,9.0,12.0,14.0,14.0,7.0,7.0,12.0,5.0,1.0,37.0,500.0
16618,,9.0,12.0,7.0,7.0,14.0,8.0,10.0,11.0,12.0,10.0,7.0,12.0,7.0,10.0,13.0,9.0,7.0,15.0,6.0,16.0,12.0,5.0,3.0,2.875,37.0,500.0
16619,3.0,6.0,9.0,14.0,12.0,9.0,5.0,7.0,5.0,7.0,9.0,12.0,6.0,10.0,5.0,9.0,10.0,12.0,17.0,15.0,13.0,11.0,10.0,6.0,3.0,37.0,500.0
16620,5.0,7.0,9.0,9.0,9.0,9.0,5.0,10.0,10.0,8.0,12.0,6.0,9.0,9.0,9.0,13.0,17.0,10.0,10.0,13.0,7.0,13.0,8.0,5.0,5.0,37.0,500.0
16621,5.0,6.0,12.0,12.0,13.0,10.0,8.0,9.0,8.0,11.0,10.0,6.0,10.0,5.0,7.0,17.0,12.0,6.0,13.0,8.0,6.0,8.0,15.0,5.0,5.0,37.0,500.0
16622,2.0,8.0,10.0,15.0,10.0,7.0,6.0,6.0,13.0,14.0,11.0,6.0,15.0,12.0,10.0,9.0,13.0,9.0,7.0,7.0,12.0,9.0,6.0,5.0,2.0,37.0,500.0
16623,,7.0,13.0,12.0,10.0,14.0,4.0,10.0,13.0,14.0,4.0,12.0,11.0,11.0,10.0,3.0,8.0,8.0,13.0,6.0,14.0,8.0,13.0,4.0,2.875,37.0,500.0
16624,1.0,1.0,14.0,7.0,11.0,13.0,14.0,11.0,9.0,9.0,8.0,6.0,6.0,14.0,13.0,10.0,14.0,9.0,5.0,13.0,9.0,10.0,13.0,2.0,1.0,37.0,500.0
16625,1.0,3.0,9.0,9.0,13.0,11.0,8.0,15.0,9.0,13.0,4.0,11.0,12.0,9.0,5.0,9.0,12.0,5.0,12.0,13.0,14.0,8.0,8.0,9.0,1.0,37.0,500.0
16626,2.0,5.0,15.0,4.0,18.0,6.0,12.0,5.0,11.0,8.0,10.0,4.0,8.0,14.0,5.0,6.0,7.0,14.0,11.0,13.0,15.0,11.0,9.0,9.0,2.0,37.0,500.0
16627,4.0,5.0,13.0,8.0,13.0,11.0,9.0,7.0,10.0,7.0,10.0,6.0,10.0,10.0,7.0,11.0,9.0,11.0,14.0,8.0,11.0,12.0,10.0,6.0,4.0,37.0,500.0
16628,1.0,5.0,10.0,12.0,9.0,17.0,6.0,8.0,11.0,8.0,9.0,4.0,13.0,10.0,12.0,13.0,8.0,11.0,13.0,8.0,8.0,11.0,6.0,9.0,1.0,37.0,500.0
16629,4.0,6.0,8.0,6.0,6.0,8.0,7.0,6.0,9.0,9.0,11.0,7.0,13.0,16.0,8.0,14.0,16.0,15.0,8.0,10.0,10.0,8.0,12.0,5.0,4.0,37.0,500.0
16630,2.0,6.0,10.0,14.0,8.0,10.0,9.0,10.0,10.0,14.0,11.0,8.0,12.0,9.0,7.0,11.0,12.0,8.0,10.0,11.0,8.0,6.0,11.0,5.0,2.0,37.0,500.0
16631,3.0,5.0,6.0,12.0,10.0,11.0,8.0,6.0,15.0,9.0,11.0,12.0,11.0,10.0,4.0,10.0,12.0,16.0,11.0,9.0,10.0,12.0,4.0,5.0,3.0,37.0,500.0
16632,4.0,5.0,14.0,7.0,9.0,8.0,4.0,15.0,11.0,10.0,12.0,11.0,7.0,11.0,7.0,8.0,10.0,14.0,14.0,13.0,5.0,10.0,7.0,6.0,4.0,37.0,500.0
16633,1.0,10.0,12.0,4.0,12.0,8.0,5.0,11.0,16.0,9.0,9.0,8.0,14.0,10.0,8.0,9.0,12.0,7.0,14.0,9.0,11.0,9.0,9.0,5.0,1.0,37.0,500.0
16634,1.0,6.0,7.0,10.0,9.0,9.0,7.0,5.0,19.0,12.0,10.0,8.0,12.0,7.0,9.0,8.0,8.0,7.0,19.0,11.0,11.0,9.0,12.0,6.0,1.0,37.0,500.0
16635,1.0,5.0,10.0,13.0,10.0,11.0,6.0,10.0,8.0,14.0,9.0,8.0,10.0,11.0,12.0,14.0,9.0,7.0,10.0,11.0,5.0,15.0,8.0,5.0,1.0,37.0,500.0
16636,3.0,6.0,6.0,13.0,8.0,9.0,3.0,7.0,7.0,12.0,10.0,9.0,8.0,12.0,12.0,8.0,13.0,12.0,10.0,19.0,13.0,10.0,8.0,4.0,3.0,37.0,500.0
16637,2.0,4.0,11.0,11.0,12.0,16.0,8.0,10.0,9.0,11.0,8.0,11.0,12.0,9.0,8.0,13.0,9.0,6.0,9.0,15.0,8.0,9.0,7.0,4.0,2.0,37.0,500.0
16638,,8.0,10.0,14.0,6.0,20.0,11.0,8.0,10.0,8.0,8.0,9.0,9.0,15.0,6.0,7.0,4.0,18.0,13.0,6.0,8.0,12.0,9.0,3.0,2.875,37.0,500.0
16639,2.0,4.0,10.0,11.0,9.0,11.0,7.0,10.0,13.0,10.0,7.0,10.0,8.0,13.0,7.0,9.0,16.0,15.0,8.0,10.0,11.0,8.0,6.0,7.0,2.0,37.0,500.0
16640,1.0,6.0,7.0,12.0,11.0,13.0,5.0,12.0,9.0,11.0,6.0,8.0,10.0,8.0,9.0,11.0,10.0,10.0,15.0,11.0,10.0,10.0,9.0,8.0,1.0,37.0,500.0
16641,3.0,3.0,9.0,10.0,12.0,9.0,8.0,10.0,9.0,7.0,12.0,9.0,10.0,13.0,5.0,11.0,13.0,11.0,8.0,12.0,11.0,12.0,6.0,9.0,3.0,37.0,500.0
16642,,7.0,9.0,8.0,12.0,7.0,9.0,9.0,14.0,11.0,14.0,9.0,11.0,9.0,7.0,13.0,10.0,12.0,11.0,9.0,13.0,7.0,6.0,5.0,4.791666666666667,37.0,500.0
16643,4.0,4.0,13.0,7.0,6.0,13.0,6.0,12.0,9.0,9.0,8.0,7.0,8.0,11.0,11.0,9.0,16.0,5.0,11.0,13.0,17.0,10.0,8.0,5.0,4.0,37.0,500.0
16644,5.0,5.0,15.0,7.0,10.0,6.0,5.0,12.0,12.0,10.0,10.0,8.0,7.0,8.0,7.0,9.0,11.0,12.0,19.0,16.0,9.0,6.0,6.0,7.0,5.0,37.0,500.0
16645,1.0,5.0,8.0,12.0,12.0,6.0,9.0,13.0,10.0,9.0,9.0,5.0,10.0,12.0,13.0,8.0,16.0,11.0,10.0,11.0,10.0,8.0,10.0,4.0,1.0,37.0,500.0
16646,2.0,4.0,13.0,13.0,12.0,8.0,11.0,6.0,14.0,13.0,10.0,7.0,11.0,10.0,9.0,8.0,10.0,6.0,11.0,11.0,10.0,10.0,9.0,4.0,2.0,37.0,500.0
16647,2.0,4.0,6.0,10.0,15.0,10.0,11.0,7.0,9.0,8.0,12.0,6.0,13.0,11.0,11.0,13.0,9.0,7.0,9.0,10.0,12.0,14.0,10.0,3.0,2.0,37.0,500.0
16648,1.0,9.0,11.0,17.0,8.0,6.0,12.0,8.0,15.0,10.0,20.0,4.0,11.0,8.0,5.0,10.0,14.0,8.0,8.0,8.0,11.0,6.0,6.0,6.0,1.0,37.0,500.0
16649,2.0,5.0,11.0,15.0,6.0,16.0,7.0,8.0,8.0,11.0,9.0,10.0,7.0,14.0,4.0,17.0,10.0,6.0,8.0,6.0,10.0,11.0,12.0,9.0,2.0,37.0,500.0
16650,,5.0,19.0,11.0,10.0,10.0,12.0,7.0,13.0,9.0,11.0,6.0,14.0,14.0,9.0,6.0,10.0,5.0,10.0,5.0,10.0,10.0,11.0,5.0,4.791666666666667,37.0,500.0
16651,4.0,5.0,13.0,14.0,8.0,12.0,10.0,5.0,6.0,13.0,11.0,10.0,12.0,13.0,5.0,10.0,5.0,9.0,12.0,14.0,6.0,9.0,13.0,3.0,3.0,37.0,500.0
16652,3.0,6.0,12.0,10.0,5.0,11.0,10.0,8.0,11.0,8.0,12.0,7.0,11.0,10.0,8.0,12.0,17.0,8.0,11.0,16.0,8.0,8.0,7.0,3.0,3.0,37.0,500.0
16653,6.0,5.0,10.0,9.0,12.0,9.0,4.0,12.0,8.0,12.0,13.0,12.0,6.0,7.0,4.0,15.0,12.0,12.0,9.0,8.0,8.0,8.0,15.0,6.0,4.0,37.0,500.0
16654,2.0,3.0,14.0,8.0,13.0,9.0,13.0,8.0,15.0,6.0,8.0,8.0,6.0,10.0,5.0,11.0,17.0,12.0,11.0,16.0,7.0,8.0,6.0,6.0,2.0,37.0,500.0
16655,1.0,3.0,5.0,7.0,9.0,9.0,11.0,14.0,11.0,11.0,8.0,7.0,15.0,12.0,6.0,10.0,11.0,8.0,14.0,5.0,17.0,10.0,9.0,9.0,1.0,37.0,500.0
16656,2.0,6.0,11.0,10.0,14.0,13.0,8.0,12.0,6.0,7.0,16.0,9.0,9.0,8.0,9.0,6.0,6.0,9.0,10.0,14.0,13.0,10.0,11.0,3.0,2.0,37.0,500.0
16657,2.0,8.0,10.0,6.0,12.0,23.0,7.0,14.0,10.0,9.0,4.0,8.0,6.0,11.0,9.0,5.0,8.0,11.0,7.0,11.0,14.0,12.0,12.0,3.0,2.0,37.0,500.0
16658,1.0,6.0,11.0,5.0,10.0,13.0,9.0,11.0,12.0,12.0,10.0,9.0,11.0,11.0,6.0,9.0,11.0,12.0,7.0,8.0,9.0,6.0,17.0,6.0,1.0,37.0,500.0
16659,2.0,9.0,12.0,8.0,10.0,14.0,7.0,12.0,12.0,10.0,10.0,8.0,12.0,9.0,6.0,6.0,9.0,15.0,12.0,4.0,8.0,7.0,15.0,5.0,2.0,37.0,500.0
16660,2.0,6.0,8.0,7.0,13.0,8.0,9.0,4.0,11.0,8.0,15.0,4.0,11.0,3.0,12.0,16.0,12.0,12.0,15.0,8.0,15.0,13.0,6.0,4.0,2.0,37.0,500.0
16661,2.0,5.0,9.0,7.0,7.0,8.0,12.0,10.0,12.0,16.0,7.0,10.0,17.0,12.0,4.0,7.0,13.0,10.0,11.0,8.0,8.0,9.0,14.0,4.0,2.0,37.0,500.0
16662,4.0,4.0,11.0,9.0,7.0,10.0,8.0,9.0,10.0,15.0,10.0,7.0,8.0,10.0,5.0,10.0,9.0,11.0,13.0,7.0,12.0,10.0,14.0,9.0,4.0,37.0,500.0
16663,1.0,7.0,12.0,13.0,9.0,10.0,11.0,5.0,12.0,12.0,7.0,3.0,9.0,12.0,9.0,5.0,14.0,11.0,10.0,12.0,13.0,12.0,7.0,6.0,1.0,37.0,500.0
16664,3.0,7.0,5.0,14.0,7.0,9.0,11.0,15.0,9.0,14.0,12.0,5.0,9.0,11.0,7.0,8.0,12.0,8.0,9.0,12.0,12.0,8.0,11.0,4.0,3.0,37.0,500.0
16665,1.0,6.0,13.0,6.0,16.0,9.0,10.0,11.0,3.0,12.0,8.0,9.0,11.0,9.0,6.0,8.0,13.0,11.0,7.0,11.0,14.0,12.0,11.0,5.0,1.0,37.0,500.0
16666,2.0,2.0,8.0,11.0,13.0,4.0,7.0,14.0,6.0,7.0,8.0,11.0,12.0,14.0,8.0,13.0,13.0,9.0,15.0,7.0,8.0,15.0,8.0,7.0,2.0,37.0,500.0
16667,,7.0,15.0,8.0,14.0,6.0,7.0,13.0,9.0,15.0,14.0,7.0,12.0,7.0,12.0,8.0,8.0,8.0,10.0,11.0,12.0,5.0,10.0,4.0,3.8333333333333335,37.0,500.0
16668,1.0,4.0,10.0,13.0,11.0,8.0,8.0,9.0,7.0,7.0,8.0,12.0,13.0,8.0,10.0,8.0,18.0,11.0,14.0,7.0,10.0,8.0,15.0,2.0,1.0,37.0,500.0
16669,1.0,6.0,14.0,8.0,9.0,9.0,1.0,17.0,5.0,14.0,8.0,13.0,13.0,13.0,13.0,10.0,9.0,6.0,12.0,7.0,10.0,8.0,13.0,3.0,1.0,37.0,500.0
16670,2.0,5.0,10.0,5.0,13.0,8.0,4.0,7.0,11.0,12.0,9.0,14.0,8.0,11.0,7.0,17.0,7.0,7.0,14.0,11.0,12.0,12.0,11.0,5.0,2.0,37.0,500.0
16671,3.0,3.0,11.0,10.0,9.0,6.0,6.0,14.0,18.0,16.0,11.0,8.0,10.0,13.0,11.0,8.0,13.0,7.0,6.0,7.0,5.0,9.0,12.0,6.0,3.0,37.0,500.0
16672,6.0,5.0,5.0,16.0,16.0,11.0,12.0,8.0,11.0,16.0,7.0,4.0,6.0,7.0,3.0,8.0,8.0,13.0,9.0,12.0,13.0,10.0,9.0,7.0,3.0,37.0,500.0
16673,1.0,5.0,14.0,14.0,7.0,12.0,12.0,9.0,9.0,10.0,13.0,4.0,9.0,11.0,11.0,6.0,13.0,13.0,8.0,7.0,13.0,6.0,11.0,4.0,1.0,37.0,500.0
16674,,7.0,10.0,11.0,15.0,9.0,8.0,8.0,14.0,8.0,10.0,7.0,16.0,10.0,9.0,8.0,8.0,12.0,14.0,8.0,10.0,7.0,7.0,6.0,5.75,37.0,500.0
16675,2.0,8.0,8.0,10.0,8.0,9.0,5.0,12.0,10.0,12.0,14.0,9.0,14.0,8.0,10.0,11.0,11.0,9.0,12.0,6.0,16.0,10.0,5.0,3.0,2.0,37.0,500.0
16676,2.0,7.0,9.0,11.0,8.0,10.0,8.0,9.0,7.0,18.0,9.0,3.0,10.0,10.0,13.0,13.0,9.0,10.0,10.0,13.0,12.0,9.0,8.0,4.0,2.0,37.0,500.0
16677,1.0,3.0,15.0,10.0,11.0,8.0,6.0,9.0,10.0,8.0,11.0,15.0,8.0,11.0,5.0,12.0,10.0,9.0,15.0,12.0,8.0,7.0,11.0,7.0,1.0,37.0,500.0
16678,1.0,7.0,10.0,8.0,11.0,12.0,7.0,4.0,12.0,11.0,10.0,8.0,8.0,11.0,7.0,10.0,8.0,13.0,11.0,13.0,14.0,7.0,12.0,7.0,1.0,37.0,500.0
16679,2.0,7.0,11.0,7.0,10.0,7.0,5.0,14.0,8.0,6.0,15.0,9.0,13.0,11.0,9.0,11.0,11.0,8.0,14.0,3.0,12.0,13.0,11.0,5.0,2.0,37.0,500.0
16680,3.0,9.0,13.0,9.0,19.0,10.0,3.0,11.0,10.0,6.0,7.0,7.0,11.0,12.0,9.0,8.0,11.0,10.0,9.0,8.0,9.0,9.0,13.0,6.0,3.0,37.0,500.0
16681,3.0,6.0,8.0,7.0,9.0,14.0,7.0,11.0,6.0,12.0,10.0,11.0,9.0,8.0,7.0,16.0,11.0,11.0,10.0,11.0,12.0,10.0,10.0,3.0,3.0,37.0,500.0
16682,2.0,11.0,7.0,8.0,9.0,11.0,5.0,6.0,9.0,7.0,16.0,9.0,12.0,6.0,6.0,11.0,15.0,15.0,10.0,12.0,11.0,10.0,10.0,4.0,2.0,37.0,500.0
16683,3.0,9.0,7.0,10.0,20.0,7.0,8.0,7.0,10.0,9.0,5.0,7.0,11.0,12.0,6.0,7.0,9.0,15.0,12.0,12.0,8.0,14.0,10.0,4.0,3.0,37.0,500.0
16684,4.0,7.0,6.0,15.0,11.0,9.0,9.0,7.0,8.0,10.0,7.0,7.0,9.0,15.0,7.0,13.0,9.0,11.0,13.0,6.0,9.0,18.0,9.0,3.0,3.0,37.0,500.0
16685,4.0,1.0,12.0,7.0,9.0,10.0,11.0,10.0,6.0,11.0,11.0,7.0,10.0,14.0,6.0,9.0,8.0,13.0,11.0,13.0,9.0,12.0,10.0,8.0,1.0,37.0,500.0
16686,2.0,4.0,7.0,14.0,13.0,7.0,9.0,5.0,14.0,16.0,13.0,9.0,9.0,6.0,9.0,7.0,11.0,12.0,8.0,9.0,9.0,10.0,15.0,4.0,2.0,37.0,500.0
